sku,productType,canonicalGroupId,imageStatus,requestedImageStatus,mainImageAssetId,dataStatus,hasProductLink,productLink,titleEn,material,gsmOrThickness,applications
"KH-FD-CUPFAN-150350-PR-003","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-004","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-280-PR-005","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","280gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-006","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PR-007","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PR-008","paper-cup-fan","paper-cup-fan-product-coffee-tea-cup-making-machine-use-flexography-printing-single-pe-240gsm-pe-coated-paper-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coffee-tea-cup-making-machine-use-flexography-printing-single-pe-240gsm-pe-coated-paper-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-009","paper-cup-fan","paper-cup-fan-product-bagasse-custom-flexo-printing-hot-drink-8oz-paper-cups-fan-paper-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-bagasse-custom-flexo-printing-hot-drink-8oz-paper-cups-fan-paper-raw-material","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-010","paper-cup-fan","paper-cup-fan-product-saudi-arabia-welcome-hot-sell-good-grade-pe-coated-wood-pulp-paper-cup-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-saudi-arabia-welcome-hot-sell-good-grade-pe-coated-wood-pulp-paper-cup-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-011","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-manufacturers-and-suppliers-raw-material-6oz-pe-coated-paper-cup-paper","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-paper-cup-fan-manufacturers-and-suppliers-raw-material-6oz-pe-coated-paper-cup-paper","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-012","paper-cup-fan","paper-cup-fan-product-factory-wholesale-cuted-cupstock-fan-blank-raw-materials-for-making-paper-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-factory-wholesale-cuted-cupstock-fan-blank-raw-materials-for-making-paper-cups","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-013","paper-cup-fan","paper-cup-fan-product-raw-materials-for-paper-cups-china-high-quality-printed-and-personalized-disposable-for-9oz-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-raw-materials-for-paper-cups-china-high-quality-printed-and-personalized-disposable-for-9oz-paper-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-014","paper-cup-fan","paper-cup-fan-product-ice-cream-cup-paper-china-factory-high-quality-printed-and-personalized-disposable-for-making-machine-for-paper-cup-logo-printer","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-ice-cream-cup-paper-china-factory-high-quality-printed-and-personalized-disposable-for-making-machine-for-paper-cup-logo-printer","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-015","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-for-china-factory-price-custom-design-for-paper-cup-for-vending-machine","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coated-cup-fan-paper-for-china-factory-price-custom-design-for-paper-cup-for-vending-machine","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-016","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-china-high-quality-printed-and-personalized-disposable-food-grade-for-machine-production-of-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coated-cup-fan-paper-china-high-quality-printed-and-personalized-disposable-food-grade-for-machine-production-of-paper-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-017","paper-cup-fan","paper-cup-fan-product-prepared-paper-for-oz6-cups-by-tons-for-china-factory-price-custom-design-for-cone-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-prepared-paper-for-oz6-cups-by-tons-for-china-factory-price-custom-design-for-cone-paper-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-018","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-raw-material-in-taiwan-for-china-factory-price-custom-design-for-paper-soup-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-paper-cup-fan-raw-material-in-taiwan-for-china-factory-price-custom-design-for-paper-soup-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-019","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-printing-china-high-quality-and-personalized-disposable-food-grade-for-machine-production-of-6oz-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-paper-cup-fan-printing-china-high-quality-and-personalized-disposable-food-grade-for-machine-production-of-6oz-paper-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-020","paper-cup-fan","paper-cup-fan-product-manufacturer-paper-cup-fan-raw-material-for-coffee-cup-pe-coated-digital-printers-paper-cup-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-manufacturer-paper-cup-fan-raw-material-for-coffee-cup-pe-coated-digital-printers-paper-cup-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-021","paper-cup-fan","paper-cup-fan-product-high-quality-8oz-12oz-16oz-disposable-hot-drink-coffee-waterproof-pe-coating-paper-cup-fan-for-cupcake-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-high-quality-8oz-12oz-16oz-disposable-hot-drink-coffee-waterproof-pe-coating-paper-cup-fan-for-cupcake-paper-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-022","paper-cup-fan","paper-cup-fan-product-eco-friendly-degradable-oem-fans-food-grade-6oz-12oz-printing-paper-cup-fan-1-5oz-for-white-paper-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-degradable-oem-fans-food-grade-6oz-12oz-printing-paper-cup-fan-1-5oz-for-white-paper-cups","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-023","paper-cup-fan","paper-cup-fan-product-soy-ink-flexography-printing-pe-coated-cup-stock-paper-cup-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-soy-ink-flexography-printing-pe-coated-cup-stock-paper-cup-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-024","paper-cup-fan","paper-cup-fan-product-wholesale-custom-pe-coated-paper-roll-craft-paper-cup-fan-for-making-100-biodegradable-paper-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-wholesale-custom-pe-coated-paper-roll-craft-paper-cup-fan-for-making-100-biodegradable-paper-cups","Paper Cup Fan","食品级牛皮纸 + PE/PLA 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPBOT-150350-PE-025","paper-cup-fan","paper-cup-fan-product-pe-pla-coated-white-craft-paper-cup-fan-bottom-paper-for-making-100-biodegradable-paper-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-pe-pla-coated-white-craft-paper-cup-fan-bottom-paper-for-making-100-biodegradable-paper-cups","Paper Cup Bottom Roll","食品级牛皮纸 + PE/PLA 淋膜","150-350gsm","纸杯底部、纸碗底部"
"KH-FD-CUPBOT-150350-PR-026","paper-cup-fan","paper-cup-fan-product-factory-2-5-16oz-custom-paper-cup-fan-single-pe-coated-hot-cup-bottom-raw-material-for-coffee-tea-paper-cups-fans-4oz","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-factory-2-5-16oz-custom-paper-cup-fan-single-pe-coated-hot-cup-bottom-raw-material-for-coffee-tea-paper-cups-fans-4oz","Paper Cup Bottom Roll","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯底部、纸碗底部"
"KH-FD-CUPFAN-150350-PE-027","paper-cup-fan","paper-cup-fan-product-raw-material-for-paper-cup-single-double-pe-coated-pla-coated-customized-logo-printing-paper-cup-fans","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-raw-material-for-paper-cup-single-double-pe-coated-pla-coated-customized-logo-printing-paper-cup-fans","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-028","paper-cup-fan","paper-cup-fan-product-paper-coffee-cup-fan-disposable-pe-coated-paper-cup-fan-paper-cup-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-paper-coffee-cup-fan-disposable-pe-coated-paper-cup-fan-paper-cup-raw-material","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-029","paper-cup-fan","paper-cup-fan-product-eco-friendly-100-biodegradable-custom-print-compostable-paper-cups-fans-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-100-biodegradable-custom-print-compostable-paper-cups-fans-raw-material","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PE-030","paper-cup-fan","paper-cup-fan-product-wholesales-paper-cups-raw-material-150gsm-380gsm-single-double-pe-coated-pla-coated-customized-logo-printing-paper-cup-fans","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-wholesales-paper-cups-raw-material-150gsm-380gsm-single-double-pe-coated-pla-coated-customized-logo-printing-paper-cup-fans","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-031","paper-cup-fan","paper-cup-fan-product-factory-price-cup-paper-snack-coffee-cups-with-logo-raw-materials-double-wall-paper-fan-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-factory-price-cup-paper-snack-coffee-cups-with-logo-raw-materials-double-wall-paper-fan-cups","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPROLL-150350-PR-032","paper-cup-fan","paper-cup-fan-product-wenzhou-pe-coated-paper-roll-hot-tea-raw-material-for-paper-cup-custom-width","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-wenzhou-pe-coated-paper-roll-hot-tea-raw-material-for-paper-cup-custom-width","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-150350-PR-033","paper-cup-fan","paper-cup-fan-product-wholesale-high-quality-waterproof-pe-coated-disposable-raw-material-for-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-wholesale-high-quality-waterproof-pe-coated-disposable-raw-material-for-coffee-paper-cup","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-150350-PR-034","paper-cup-fan","paper-cup-fan-product-paper-cup-raw-material-roll-china-high-quality-printed-and-personalized-disposable-for-kraft-paper-cup-soup-bucket-disposable","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-paper-cup-raw-material-roll-china-high-quality-printed-and-personalized-disposable-for-kraft-paper-cup-soup-bucket-disposable","PE Coated Paper Roll for Paper Cup","食品级牛皮纸 + PE/PLA 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-150350-PR-035","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-for-cups-for-china-factory-price-custom-design-for-glue-for-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-pe-coated-paper-for-cups-for-china-factory-price-custom-design-for-glue-for-paper-cup","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-150350-PR-036","paper-cup-fan","paper-cup-fan-product-coffee-cups-pe-coated-paper-for-china-factory-price-custom-design-for-price-of-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coffee-cups-pe-coated-paper-for-china-factory-price-custom-design-for-price-of-paper-cup","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPBOT-150350-PR-037","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-cup-bottom-roll-for-china-factory-price-custom-design-for-big-size-paper-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-pe-coated-paper-cup-bottom-roll-for-china-factory-price-custom-design-for-big-size-paper-cups","Paper Cup Bottom Roll","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯底部、纸碗底部"
"KH-FD-CUPROLL-150350-PR-038","paper-cup-fan","paper-cup-fan-product-paper-cup-making-paper-for-china-factory-price-custom-design-for-paper-bubble-tea-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-paper-cup-making-paper-for-china-factory-price-custom-design-for-paper-bubble-tea-cups","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-150350-PR-039","paper-cup-fan","paper-cup-fan-product-jumbo-roll-cup-stock-paper-pe-coated-for-paper-cup-for-china-factory-price-custom-design-for-woosung-paper-cup-machine","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-jumbo-roll-cup-stock-paper-pe-coated-for-paper-cup-for-china-factory-price-custom-design-for-woosung-paper-cup-machine","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-170-PR-040","paper-cup-fan","paper-cup-fan-product-paper-cup-raw-material-170gsm-for-china-factory-price-custom-design-for-paper-cups-for-hot-drinks-double-wall","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-paper-cup-raw-material-170gsm-for-china-factory-price-custom-design-for-paper-cups-for-hot-drinks-double-wall","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","170gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-150350-PR-041","paper-cup-fan","paper-cup-fan-product-printable-cup-paper-for-china-factory-price-custom-design-for-paper-cup-making-machine-with-buyback-agreement","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-printable-cup-paper-for-china-factory-price-custom-design-for-paper-cup-making-machine-with-buyback-agreement","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-150350-PR-042","paper-cup-fan","paper-cup-fan-product-jumbo-roll-cup-stock-paper-pe-coated-china-high-quality-printed-and-personalized-disposable-food-grade-for-paper-cups-12oz","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-jumbo-roll-cup-stock-paper-pe-coated-china-high-quality-printed-and-personalized-disposable-food-grade-for-paper-cups-12oz","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPSHEET-150350-PE-043","paper-cup-fan","paper-cup-fan-product-factory-supply-plain-pe-coated-paper-cup-sheet-raw-material-for-flexography-digital-printing-usage","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-factory-supply-plain-pe-coated-paper-cup-sheet-raw-material-for-flexography-digital-printing-usage","PE Coated Paper Sheet for Paper Cup","食品级白卡纸 / 杯纸 + PLA 涂层","150-350gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-150350-PR-044","paper-cup-fan","paper-cup-fan-product-custom-size-single-double-wall-pe-coated-paper-cup-sheets-raw-material-for-flexography-digital-printing-usage","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-custom-size-single-double-wall-pe-coated-paper-cup-sheets-raw-material-for-flexography-digital-printing-usage","PE Coated Paper Sheet for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-150350-PR-045","paper-cup-fan","paper-cup-fan-product-custom-size-single-double-wall-pe-coating-coffee-paper-cup-sheets-raw-material-for-flexography-printing","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-custom-size-single-double-wall-pe-coating-coffee-paper-cup-sheets-raw-material-for-flexography-printing","PE Coated Paper Sheet for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-150350-PR-046","paper-cup-fan","paper-cup-fan-product-custom-size-single-double-wall-pe-coated-coffee-drink-paper-cup-sheet-duplex-board-raw-material-for-flexography-printing","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-custom-size-single-double-wall-pe-coated-coffee-drink-paper-cup-sheet-duplex-board-raw-material-for-flexography-printing","PE Coated Paper Sheet for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPROLL-180-PR-047","paper-cup-fan","paper-cup-fan-product-kraft-paper-raw-materials-180gsm-pe-coated-brown-kraft-paper-rolls-for-food-paper-cup-bowl","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-kraft-paper-raw-materials-180gsm-pe-coated-brown-kraft-paper-rolls-for-food-paper-cup-bowl","PE Coated Paper Roll for Paper Cup","食品级牛皮纸 + PE/PLA 淋膜","180gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-KCUP-150350-PR-048","paper-cup-fan","paper-cup-fan-product-raw-materials-for-paper-cups-china-high-quality-printed-and-personalized-disposable-food-grade-for-paper-cup-lid-cover","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-raw-materials-for-paper-cups-china-high-quality-printed-and-personalized-disposable-food-grade-for-paper-cup-lid-cover","Kraft Cupstock Paper","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","牛皮纸杯、环保纸碗、热饮杯"
"KH-FD-KCUP-150350-PR-049","paper-cup-fan","paper-cup-fan-product-8-12-16-oz-customized-logo-eco-friendly-disposable-kraft-paper-for-paper-cup-for-paper-cups-manufacturer-in-uae","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-8-12-16-oz-customized-logo-eco-friendly-disposable-kraft-paper-for-paper-cup-for-paper-cups-manufacturer-in-uae","Kraft Cupstock Paper","食品级牛皮纸 + PE/PLA 淋膜","150-350gsm","牛皮纸杯、环保纸碗、热饮杯"
"KH-FD-KCUP-150350-PR-050","paper-cup-fan","paper-cup-fan-product-greaseproof-resist-high-temperature-chinese-customized-1200mm-cup-stock-paper-for-paper-cup-die-cutting-machine","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-greaseproof-resist-high-temperature-chinese-customized-1200mm-cup-stock-paper-for-paper-cup-die-cutting-machine","Kraft Cupstock Paper","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","牛皮纸杯、环保纸碗、热饮杯"
"KH-FD-CUPROLL-150350-PR-051","paper-cup-fan","paper-cup-fan-product-shirong-biodegradable-original-single-double-wall-pe-coated-kraft-cup-paper-roll-for-drink-paper-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-biodegradable-original-single-double-wall-pe-coated-kraft-cup-paper-roll-for-drink-paper-cups","PE Coated Paper Roll for Paper Cup","食品级牛皮纸 + PE/PLA 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-150350-PE-052","paper-cup-fan","paper-cup-fan-product-shirong-biodegradable-plain-single-double-wall-pe-coated-base-craft-cup-paper-roll-for-paper-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-biodegradable-plain-single-double-wall-pe-coated-base-craft-cup-paper-roll-for-paper-cups","PE Coated Paper Roll for Paper Cup","食品级牛皮纸 + PE/PLA 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-150350-PE-053","paper-cup-fan","paper-cup-fan-product-shirong-biodegradable-plain-single-double-wall-pe-coated-craft-cup-paper-roll-for-paper-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-biodegradable-plain-single-double-wall-pe-coated-craft-cup-paper-roll-for-paper-cups","PE Coated Paper Roll for Paper Cup","食品级牛皮纸 + PE/PLA 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-KCUP-150350-PR-054","paper-cup-fan","paper-cup-fan-product-shirong-biodegradable-kraft-single-double-wall-pe-coat-paper-for-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-biodegradable-kraft-single-double-wall-pe-coat-paper-for-cups","Kraft Cupstock Paper","食品级牛皮纸 + PE/PLA 淋膜","150-350gsm","牛皮纸杯、环保纸碗、热饮杯"
"KH-FD-CUPROLL-150350-PR-055","paper-cup-fan","paper-cup-fan-product-shirong-biodegradable-kraft-single-one-double-sided-pe-coated-paper-in-roll-for-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-biodegradable-kraft-single-one-double-sided-pe-coated-paper-in-roll-for-cups","PE Coated Paper Roll for Paper Cup","食品级牛皮纸 + PE/PLA 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-150-PR-056","paper-cup-fan","paper-cup-fan-product-wholesale-brown-kraft-paper-150g-craft-paper-roll-kraft-paper-packaging-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-wholesale-brown-kraft-paper-150g-craft-paper-roll-kraft-paper-packaging-raw-material","PE Coated Paper Roll for Paper Cup","食品级牛皮纸 + PE/PLA 淋膜","150gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPBOT-150350-PR-057","paper-cup-fan","paper-cup-fan-product-high-quality-food-grade-single-double-pe-coated-bottom-customized-beverage-specialty-paper-cup-roll-raw-materials","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-high-quality-food-grade-single-double-pe-coated-bottom-customized-beverage-specialty-paper-cup-roll-raw-materials","Paper Cup Bottom Roll","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯底部、纸碗底部"
"KH-FD-CUPBOT-150350-PR-058","paper-cup-fan","paper-cup-fan-product-paper-cup-raw-material-bottom-paper-roll-for-cups-and-bowl-making-pe-coated-double-pe-paper-reel","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-paper-cup-raw-material-bottom-paper-roll-for-cups-and-bowl-making-pe-coated-double-pe-paper-reel","Paper Cup Bottom Roll","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯底部、纸碗底部"
