sku,productType,canonicalGroupId,imageStatus,requestedImageStatus,mainImageAssetId,dataStatus,hasProductLink,productLink,titleEn,material,gsmOrThickness,applications
"KH-FD-CUPBOT-150350-PR-059","paper-cup-fan","paper-cup-fan-product-blank-white-bottom-cup-paper-cup-raw-materials-for-disposable-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-blank-white-bottom-cup-paper-cup-raw-materials-for-disposable-paper-cup","Paper Cup Bottom Roll","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯底部、纸碗底部"
"KH-FD-CUPBOT-150350-PR-060","paper-cup-fan","paper-cup-fan-product-china-manufacture-professional-paper-cup-roll-pe-coated-paper-paper-cup-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-china-manufacture-professional-paper-cup-roll-pe-coated-paper-paper-cup-raw-material","Paper Cup Bottom Roll","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯底部、纸碗底部"
"KH-FD-CUPBOT-150350-PR-061","paper-cup-fan","paper-cup-fan-shirongnewmaterial-en-alibaba-com","representative","representative","kh-cupfan-family-representative","complete","true","https://shirongnewmaterial.en.alibaba.com/","Paper Cup Bottom Roll","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯底部、纸碗底部"
"KH-FD-KCUP-300-PR-062","paper-cup-fan","paper-cup-fan-guangzhou-300g-matte-card-craft-copper-1600542519488-html","representative","representative","kh-cupfan-family-representative","complete","true","https://www.alibaba.com/product-detail/Guangzhou-300g-matte-card-craft-copper_1600542519488.html","Kraft Cupstock Paper","食品级牛皮纸 + PE/PLA 淋膜","300gsm","牛皮纸杯、环保纸碗、热饮杯"
"KH-FD-CUPFAN-150350-PR-063","paper-cup-fan","paper-cup-fan-guangdong-shirong-paper-4oz-20oz-printed-1600552939596-html","representative","representative","kh-cupfan-family-representative","complete","true","https://www.alibaba.com/product-detail/Guangdong-Shirong-Paper-4oz-20oz-Printed_1600552939596.html","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPROLL-150350-PR-064","paper-cup-fan","paper-cup-fan-pe-coated-paper-roll-for-paper-1601181316104-html","representative","representative","kh-cupfan-family-representative","complete","true","https://www.alibaba.com/product-detail/Pe-Coated-Paper-Roll-for-Paper_1601181316104.html","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-210-PR-065","paper-cup-fan","paper-cup-fan-paperboard-printing-pe-coated-paper-roll-1600654043943-html","representative","representative","kh-cupfan-family-representative","complete","true","https://www.alibaba.com/product-detail/Paperboard-Printing-PE-Coated-Paper-Roll_1600654043943.html","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","210gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPFAN-150350-PR-066","paper-cup-fan","paper-cup-fan-paper-cup-fan-raw-material-china-1601166953810-html","representative","representative","kh-cupfan-family-representative","complete","true","https://www.alibaba.com/product-detail/Paper-cup-fan-raw-material-China_1601166953810.html","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPROLL-250-PR-067","paper-cup-fan","paper-cup-fan-jumbo-roll-cup-stock-paper-pe-1600996756482-html","representative","representative","kh-cupfan-family-representative","complete","true","https://www.alibaba.com/product-detail/Jumbo-Roll-Cup-Stock-Paper-Pe_1600996756482.html","PE Coated Paper Roll for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","250gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPSHEET-150350-PR-068","paper-cup-fan","paper-cup-fan-factory-price-waterproof-pe-coated-paper-1601490445076-html","representative","representative","kh-cupfan-family-representative","complete","true","https://www.alibaba.com/product-detail/Factory-Price-Waterproof-Pe-Coated-Paper_1601490445076.html","PE Coated Paper Sheet for Paper Cup","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPFAN-150350-PR-069","paper-cup-fan","paper-cup-fan-shi-rong-double-wall-8oz-eco-1601818543424-html","representative","representative","kh-cupfan-family-representative","complete","true","https://chinese.alibaba.com/product-detail/SHI-RONG-Double-Wall-8oz-Eco-1601818543424.html","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PR-070","paper-cup-fan","paper-cup-fan-shi-rong-enso-app-yibin-ningbo-1601825687345-html","representative","representative","kh-cupfan-family-representative","complete","true","https://arabic.alibaba.com/product-detail/SHI-RONG-Enso-APP-Yibin-Ningbo-1601825687345.html","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150350-PE-071","paper-cup-fan","paper-cup-fan-shirong-new-material-factory-wholesale-eco-1601241852809-html","representative","representative","kh-cupfan-family-representative","complete","true","https://www.alibaba.com/product-detail/ShiRong-New-Material-Factory-Wholesale-Eco_1601241852809.html","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","150-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPBOT-150350-PR-072","paper-cup-fan","paper-cup-fan-paper-cup-bottom-roll-price-per-1601184762053-html","representative","representative","kh-cupfan-family-representative","complete","true","https://www.alibaba.com/product-detail/paper-cup-bottom-roll-Price-Per_1601184762053.html","Paper Cup Bottom Roll","食品级白卡纸 / 杯纸 + PE 淋膜","150-350gsm","纸杯底部、纸碗底部"
"KH-FD-CUPFAN-170-PR-073","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PE-074","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PR-075","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-076","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-230-PE-077","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","230gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PR-078","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-280-PR-079","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","280gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-PE-080","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PR-081","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-082","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PE-083","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PR-084","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PR-085","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PE-086","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PR-087","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PR-088","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PE-089","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PR-090","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-091","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PE-092","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-093","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-230-PR-094","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","230gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PE-095","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-250-PR-096","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","250gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-097","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PE-098","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PR-099","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-100","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PE-101","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-102","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-250-MC-103","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","250gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-280-PE-104","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","280gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-MC-105","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PR-106","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PE-107","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PR-108","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PR-109","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PE-110","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PR-111","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PR-112","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PE-113","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PLA 涂层","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PR-114","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-115","paper-cup-fan","paper-cup-fan-product-coffee-tea-cup-making-machine-use-flexography-printing-single-pe-240gsm-pe-coated-paper-fan","representative","representative","kh-cupfan-family-representative","complete","true","https://www.shirongpaper.com/product-coffee-tea-cup-making-machine-use-flexography-printing-single-pe-240gsm-pe-coated-paper-fan","Paper Cup Fan","食品级白卡纸 / 杯纸 + PE 淋膜","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
